location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,location_geom,year,month,day,hour
Abbotsford,BRITISH COLUMBIA,Canada,so2,0.001,2022-05-13 23:00:00+00:00,ppm,AirNow,1.0,49.04278,-122.30972,POINT(49.04278 1),2022,5,13,23
Pitt Meadows,BRITISH COLUMBIA,Canada,so2,0.0,2022-05-08 19:00:00+00:00,ppm,AirNow,1.0,49.24528,-122.70889,POINT(49.24528 1),2022,5,8,19
St. Lina,ALBERTA,Canada,so2,0.0,2022-05-08 12:00:00+00:00,ppm,AirNow,1.0,54.216473,-111.50264,POINT(54.216473 1),2022,5,8,12
Steeper,ALBERTA,Canada,so2,0.0,2022-05-07 23:00:00+00:00,ppm,AirNow,1.0,53.1325,-117.09111,POINT(53.1325 1),2022,5,7,23
Abbotsford,BRITISH COLUMBIA,Canada,so2,0.0,2022-05-20 07:00:00+00:00,ppm,AirNow,1.0,49.04278,-122.30972,POINT(49.04278 1),2022,5,20,7
KITIMAT WHITESAIL,BRITISH COLUMBIA,Canada,so2,0.001,2022-05-22 19:00:00+00:00,ppm,AirNow,1.0,54.066909,-128.639131,POINT(54.066909 1),2022,5,22,19
Molson,Unknown,Canada,so2,0.0,2022-05-02 08:00:00+00:00,ppm,AirNow,1.0,45.542767,-73.572039,POINT(45.542767 1),2022,5,2,8
SQUAMISH ELEMENTARY,BRITISH COLUMBIA,Canada,so2,0.0,2022-05-10 06:00:00+00:00,ppm,AirNow,1.0,49.70516,-123.15133,POINT(49.70516 1),2022,5,10,6
Kitimat Haul Road,BRITISH COLUMBIA,Canada,so2,0.0,2022-05-16 22:00:00+00:00,ppm,AirNow,1.0,54.029194,-128.70269,POINT(54.029194 1),2022,5,16,22
PORT HAWKESBURY,NOVA SCOTIA,Canada,so2,0.0,2022-05-09 17:00:00+00:00,ppm,AirNow,1.0,45.614028,-61.362122,POINT(45.614028 1),2022,5,9,17
Bruderheim,ALBERTA,Canada,so2,0.0,2022-04-27 18:00:00+00:00,ppm,AirNow,1.0,53.800117,-112.927795,POINT(53.800117 1),2022,4,27,18
SM2,Huasco,Chile,so2,17.55,2022-05-10 16:00:00+00:00,µg/m³,Chile - SINCA,1.0,-28.461865976957,-71.181390767212,POINT(-28.461865976957 1),2022,5,10,16
Antofagasta,Antofagasta,Chile,so2,9.08,2022-05-18 22:00:00+00:00,µg/m³,Chile - SINCA,1.0,-23.61354215815,-70.383315682411,POINT(-23.61354215815 1),2022,5,18,22
Junta de Vecinos,Concón,Chile,so2,19.66,2022-04-27 05:00:00+00:00,µg/m³,Chile - SINCA,1.0,-32.935167,-71.52577,POINT(-32.935167 1),2022,4,27,5
Club de Empleados,Nacimiento,Chile,so2,12.43,2022-05-26 01:00:00+00:00,µg/m³,Chile - SINCA,1.0,-37.501844565823,-72.676405906677,POINT(-37.501844565823 1),2022,5,26,1
Punteras,Chiguayante,Chile,so2,18.87,2022-05-03 21:00:00+00:00,µg/m³,Chile - SINCA,1.0,-36.923329602986,-73.036132300941,POINT(-36.923329602986 1),2022,5,3,21
Loncura,Quintero,Chile,so2,28.65,2022-05-05 07:00:00+00:00,µg/m³,Chile - SINCA,1.0,-32.794968417299,-71.496099073086,POINT(-32.794968417299 1),2022,5,5,7
SM8 ,Freirina,Chile,so2,13.47,2022-05-07 04:00:00+00:00,µg/m³,Chile - SINCA,1.0,-28.507409284386,-71.081571711987,POINT(-28.507409284386 1),2022,5,7,4
Junta de Vecinos,Concón,Chile,so2,20.2,2022-05-06 14:00:00+00:00,µg/m³,Chile - SINCA,1.0,-32.935167,-71.52577,POINT(-32.935167 1),2022,5,6,14
CZ0UULK,Ústecký,Czech Republic,so2,7.7,2022-05-14 09:00:00+00:00,µg/m³,EEA Czech Republic,1.0,50.6835250854492,14.0411949157715,POINT(50.6835250854492 1),2022,5,14,9
CZ0MPRR,Olomoucký,Czech Republic,so2,3.5,2022-05-18 15:00:00+00:00,µg/m³,EEA Czech Republic,1.0,49.4516563415527,17.454158782959,POINT(49.4516563415527 1),2022,5,18,15
CZ0EPAO,Pardubický,Czech Republic,so2,3.2,2022-05-09 23:00:00+00:00,µg/m³,EEA Czech Republic,1.0,50.0421981811523,15.7394142150879,POINT(50.0421981811523 1),2022,5,9,23
DEBW004,Baden-Württemberg,Germany,so2,1.8,2022-05-24 01:00:00+00:00,µg/m³,EEA Germany,1.0,49.07655,8.40666,POINT(49.07655 1),2022,5,24,1
DETH042,Thüringen,Germany,so2,0.79896003,2022-05-09 03:00:00+00:00,µg/m³,EEA Germany,1.0,51.333333,10.867188,POINT(51.333333 1),2022,5,9,3
DEMV031,Mecklenburg-Vorpommern,Germany,so2,1.27,2022-05-04 00:00:00+00:00,µg/m³,EEA Germany,1.0,54.17729,12.09792,POINT(54.17729 1),2022,5,4,0
ES1615A,Cáceres,Spain,so2,0.1,2022-05-03 01:00:00+00:00,µg/m³,EEA Spain,1.0,39.4727799994728,-6.36028,POINT(39.4727799994728 1),2022,5,3,1
ES2066A,Almería,Spain,so2,5.0,2022-05-17 10:00:00+00:00,µg/m³,EEA Spain,1.0,36.9580999994837,-2.1592,POINT(36.9580999994837 1),2022,5,17,10
ES1437A,Castellón/Castelló,Spain,so2,3.0,2022-05-03 03:00:00+00:00,µg/m³,EEA Spain,1.0,40.691666659469,0.08472222,POINT(40.691666659469 1),2022,5,3,3
ES1422A,Madrid,Spain,so2,5.0,2022-05-07 06:00:00+00:00,µg/m³,EEA Spain,1.0,40.4191666594698,-3.70333333,POINT(40.4191666594698 1),2022,5,7,6
ES2063A,Pontevedra,Spain,so2,1.2,2022-04-16 04:00:00+00:00,µg/m³,EEA Spain,1.0,42.2223999994655,-8.711082,POINT(42.2223999994655 1),2022,4,16,4
ES2025A,Las Palmas,Spain,so2,4.0,2022-05-21 07:00:00+00:00,µg/m³,EEA Spain,1.0,28.5061599995488,-13.84898,POINT(28.5061599995488 1),2022,5,21,7
ES1339A,Barcelona,Spain,so2,1.0,2022-05-03 01:00:00+00:00,µg/m³,EEA Spain,1.0,41.2190364604676,1.721248774,POINT(41.2190364604676 1),2022,5,3,1
FI00080,South Karelia,Finland,so2,0.8138284,2022-05-13 12:00:00+00:00,µg/m³,EEA Finland,1.0,61.2380699995476,28.87369,POINT(61.2380699995476 1),2022,5,13,12
FI00352,Northern Ostrobothnia,Finland,so2,0.9662489,2022-05-14 08:00:00+00:00,µg/m³,EEA Finland,1.0,66.3216999996054,29.40157,POINT(66.3216999996054 1),2022,5,14,8
FI00179,Satakunta,Finland,so2,2.2575064,2022-05-10 15:00:00+00:00,µg/m³,EEA Finland,1.0,61.3316899995485,22.1433,POINT(61.3316899995485 1),2022,5,10,15
FR12016,Haute-Garonne,France,so2,1.3,2022-04-28 10:00:00+00:00,µg/m³,EEA France,1.0,43.1063930475631,0.718889382530625,POINT(43.1063930475631 1),2022,4,28,10
Port Talbot Margam,Port Talbot,United Kingdom,so2,1.0,2022-05-15 10:00:00+00:00,µg/m³,DEFRA,0.25,51.58395,-3.770822,POINT(51.58395 0.25),2022,5,15,10
Lullington Heath,Lullington Heath,United Kingdom,so2,1.0,2022-05-25 02:00:00+00:00,µg/m³,DEFRA,0.25,50.7937,0.18125,POINT(50.7937 0.25),2022,5,25,2
Liverpool Speke,Liverpool,United Kingdom,so2,6.0,2022-05-05 22:00:00+00:00,µg/m³,DEFRA,0.25,53.34633,-2.844333,POINT(53.34633 0.25),2022,5,5,22
Wrexham,Wrexham,United Kingdom,so2,1.0,2022-05-24 04:00:00+00:00,µg/m³,DEFRA,0.25,53.04222,-3.002778,POINT(53.04222 0.25),2022,5,24,4
Barking and Dagenham - Rush Green,Barking and Dagenham,United Kingdom,so2,0.0,2022-05-24 17:00:00+00:00,µg/m³,London Air Quality Network,1.0,51.563752,0.177891,POINT(51.563752 1),2022,5,24,17
Cardiff Centre,Cardiff,United Kingdom,so2,2.0,2022-05-02 00:00:00+00:00,µg/m³,DEFRA,0.25,51.48178,-3.17625,POINT(51.48178 0.25),2022,5,2,0
Rochester Stoke,Rochester,United Kingdom,so2,2.0,2022-05-04 06:00:00+00:00,µg/m³,DEFRA,0.25,51.45617,0.634889,POINT(51.45617 0.25),2022,5,4,6
Yuen Long,New Territories,Hong Kong,so2,2.7,2022-05-22 20:00:00+00:00,µg/m³,Hong Kong,1.0,22.4452777777778,114.022777777778,POINT(22.4452777777778 1),2022,5,22,20
Yuen Long,New Territories,Hong Kong,so2,2.7,2022-05-07 15:00:00+00:00,µg/m³,Hong Kong,1.0,22.4452777777778,114.022777777778,POINT(22.4452777777778 1),2022,5,7,15
Southern,Hong Kong,Hong Kong,so2,5.0,2022-05-13 04:00:00+00:00,µg/m³,Hong Kong,1.0,22.24743,114.16015,POINT(22.24743 1),2022,5,13,4
Yuen Long,New Territories,Hong Kong,so2,2.7,2022-05-21 17:00:00+00:00,µg/m³,Hong Kong,1.0,22.4452777777778,114.022777777778,POINT(22.4452777777778 1),2022,5,21,17
"Chandni Chowk, Delhi - IITM",Delhi,India,so2,18.14,2022-04-23 04:45:00+00:00,µg/m³,caaqm,0.25,28.656756,77.227234,POINT(28.656756 0.25),2022,4,23,4
"Zero Point GICI, Gangtok - SSPCB",Gangtok,India,so2,6.14,2022-05-20 11:00:00+00:00,µg/m³,caaqm,0.25,27.33853,88.614099,POINT(27.33853 0.25),2022,5,20,11
"NSIT Dwarka, Delhi - CPCB",Delhi,India,so2,12.16,2022-05-16 09:45:00+00:00,µg/m³,caaqm,1.0,28.60909,77.0325413,POINT(28.60909 1),2022,5,16,9
"Nehru Nagar, Kanpur - UPPCB",Kanpur,India,so2,10.1,2022-05-06 18:00:00+00:00,µg/m³,caaqm,1.0,26.4703136,80.3229863,POINT(26.4703136 1),2022,5,6,18
"Police Lines, Jind - HSPCB",Jind,India,so2,14.52,2022-05-11 13:45:00+00:00,µg/m³,caaqm,0.25,29.307814,76.337619,POINT(29.307814 0.25),2022,5,11,13
"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",Durgapur,India,so2,32.81,2022-05-04 13:45:00+00:00,µg/m³,caaqm,1.0,23.5404352,87.2892225,POINT(23.5404352 1),2022,5,4,13
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,India,so2,25.38,2022-05-22 06:00:00+00:00,µg/m³,caaqm,1.0,30.9028,75.8086,POINT(30.9028 1),2022,5,22,6
"Navy Nagar-Colaba, Mumbai - IITM",Mumbai,India,so2,0.0,2022-04-29 14:00:00+00:00,µg/m³,caaqm,0.25,18.897756,72.81332,POINT(18.897756 0.25),2022,4,29,14
"T T Nagar, Bhopal - MPPCB",Bhopal,India,so2,20.3,2022-05-08 18:00:00+00:00,µg/m³,caaqm,0.25,23.233584,77.400574,POINT(23.233584 0.25),2022,5,8,18
"Bapuji Nagar, Bengaluru - KSPCB",Bengaluru,India,so2,5.2,2022-05-24 01:00:00+00:00,µg/m³,caaqm,0.25,12.951913,77.539784,POINT(12.951913 0.25),2022,5,24,1
"Jai Bhim Nagar, Meerut - UPPCB",Meerut,India,so2,13.1,2022-05-11 18:00:00+00:00,µg/m³,caaqm,0.25,28.9535882,77.7622941,POINT(28.9535882 0.25),2022,5,11,18
"Sector-2 IMT, Manesar - HSPCB",Manesar,India,so2,6.07,2022-05-14 18:45:00+00:00,µg/m³,caaqm,0.25,28.360699,76.93609,POINT(28.360699 0.25),2022,5,14,18
"Ardhali Bazar, Varanasi - UPPCB",Varanasi,India,so2,23.58,2022-04-28 21:00:00+00:00,µg/m³,caaqm,1.0,25.3505986,82.9083074,POINT(25.3505986 1),2022,4,28,21
"Mirchaibari, Katihar - BSPCB",Katihar,India,so2,0.4,2022-04-30 05:45:00+00:00,µg/m³,caaqm,0.25,25.560083,87.553265,POINT(25.560083 0.25),2022,4,30,5
"Patparganj, Delhi - DPCC",Delhi,India,so2,6.1,2022-05-13 22:15:00+00:00,µg/m³,caaqm,0.25,28.623763,77.287209,POINT(28.623763 0.25),2022,5,13,22
"Marhatal, Jabalpur - MPPCB",Jabalpur,India,so2,21.9,2022-05-09 00:00:00+00:00,µg/m³,caaqm,0.25,23.168606,79.932247,POINT(23.168606 0.25),2022,5,9,0
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,India,so2,12.18,2022-04-29 15:00:00+00:00,µg/m³,caaqm,1.0,26.902909,75.836858,POINT(26.902909 1),2022,4,29,15
"Sector-7, Kurukshetra - HSPCB",Kurukshetra ,India,so2,6.76,2022-05-08 12:45:00+00:00,µg/m³,caaqm,0.25,29.966942,76.875879,POINT(29.966942 0.25),2022,5,8,12
"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad,India,so2,3.9,2022-04-23 20:45:00+00:00,µg/m³,caaqm,0.25,24.75746,84.366208,POINT(24.75746 0.25),2022,4,23,20
"Nehru Nagar, Kanpur - UPPCB",Kanpur,India,so2,27.9,2022-05-16 04:00:00+00:00,µg/m³,caaqm,1.0,26.4703136,80.3229863,POINT(26.4703136 1),2022,5,16,4
"Hardev Nagar, Bathinda - PPCB",Bathinda,India,so2,8.57,2022-05-16 10:45:00+00:00,µg/m³,caaqm,0.25,30.233011,74.907758,POINT(30.233011 0.25),2022,5,16,10
"Belur Math, Howrah - WBPCB",Howrah,India,so2,5.6,2022-04-25 04:45:00+00:00,µg/m³,caaqm,0.25,22.629801,88.352017,POINT(22.629801 0.25),2022,4,25,4
"Kukrail Picnic Spot-1, Lucknow - UPPCB",Lucknow,India,so2,21.76,2022-05-16 19:00:00+00:00,µg/m³,caaqm,0.25,26.90723,80.98579,POINT(26.90723 0.25),2022,5,16,19
"Vivek Vihar, Delhi - DPCC",Delhi,India,so2,3.4,2022-05-22 14:15:00+00:00,µg/m³,caaqm,0.25,28.672342,77.31526,POINT(28.672342 0.25),2022,5,22,14
"Bollaram Industrial Area, Hyderabad - TSPCB",Hyderabad,India,so2,25.8,2022-04-29 07:00:00+00:00,µg/m³,caaqm,1.0,17.540891,78.358528,POINT(17.540891 1),2022,4,29,7
"General Hospital, Mandikhera - HSPCB",Mandikhera,India,so2,1.22,2022-05-10 06:45:00+00:00,µg/m³,caaqm,0.25,27.9002,76.9938,POINT(27.9002 0.25),2022,5,10,6
"Raikhad, Ahmedabad - IITM",Ahmedabad,India,so2,0.0,2022-05-06 16:45:00+00:00,µg/m³,caaqm,0.25,23.020509,72.579261,POINT(23.020509 0.25),2022,5,6,16
"Vibhab Nagar, Firozabad - UPPCB",Firozabad,India,so2,4.04,2022-05-06 02:00:00+00:00,µg/m³,caaqm,0.25,27.1594,78.3953,POINT(27.1594 0.25),2022,5,6,2
"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,India,so2,6.5,2022-05-25 22:15:00+00:00,µg/m³,caaqm,0.25,28.611281,77.237738,POINT(28.611281 0.25),2022,5,25,22
"Sector-7, Kurukshetra - HSPCB",Kurukshetra ,India,so2,38.18,2022-04-28 13:45:00+00:00,µg/m³,caaqm,0.25,29.966942,76.875879,POINT(29.966942 0.25),2022,4,28,13
"Gyaspur, Ahmedabad - IITM",Ahmedabad,India,so2,8.57,2022-05-16 18:45:00+00:00,µg/m³,caaqm,0.25,22.977134,72.553024,POINT(22.977134 0.25),2022,5,16,18
"Kareemganj, Gaya - BSPCB",Gaya,India,so2,24.8,2022-05-19 08:45:00+00:00,µg/m³,caaqm,0.25,24.792403,84.992416,POINT(24.792403 0.25),2022,5,19,8
"Belur Math, Howrah - WBPCB",Howrah,India,so2,3.05,2022-05-09 20:45:00+00:00,µg/m³,caaqm,0.25,22.629801,88.352017,POINT(22.629801 0.25),2022,5,9,20
"Chhoti Gwaltoli, Indore - MPPCB",Indore,India,so2,12.1,2022-05-14 21:00:00+00:00,µg/m³,caaqm,0.25,22.431,75.5213,POINT(22.431 0.25),2022,5,14,21
"DTU, Delhi - CPCB",Delhi,India,so2,113.2,2022-05-20 05:45:00+00:00,µg/m³,caaqm,0.25,28.7500499,77.1112615,POINT(28.7500499 0.25),2022,5,20,5
"Najafgarh, Delhi - DPCC",Delhi,India,so2,18.6,2022-04-27 17:45:00+00:00,µg/m³,caaqm,0.25,28.570173,76.933762,POINT(28.570173 0.25),2022,4,27,17
"Sector-1, Noida - UPPCB",Noida,India,so2,38.1,2022-04-27 22:00:00+00:00,µg/m³,caaqm,0.25,28.5898,77.3101,POINT(28.5898 0.25),2022,4,27,22
"Shahjahan Garden, Agra - UPPCB",Agra,India,so2,22.71,2022-05-14 03:00:00+00:00,µg/m³,caaqm,0.25,27.169338,78.03582,POINT(27.169338 0.25),2022,5,14,3
"Arumbakkam, Chennai - TNPCB",Chennai,India,so2,16.5,2022-05-19 21:00:00+00:00,µg/m³,caaqm,0.25,13.0664,80.2112,POINT(13.0664 0.25),2022,5,19,21
"JN Stadium, Shillong - Meghalaya PCB",Shillong,India,so2,4.32,2022-04-19 12:00:00+00:00,µg/m³,caaqm,0.25,25.5803419,91.8942571,POINT(25.5803419 0.25),2022,4,19,12
"Gobind Pura, Yamuna Nagar - HSPCB",Yamuna Nagar,India,so2,0.0,2022-05-06 01:45:00+00:00,µg/m³,caaqm,0.25,30.1480566,77.2893471,POINT(30.1480566 0.25),2022,5,6,1
"Collectorate, Gaya - BSPCB",Gaya,India,so2,5.0,2022-04-30 18:00:00+00:00,µg/m³,caaqm,1.0,24.7955,84.9994,POINT(24.7955 1),2022,4,30,18
"Buddha Colony, Muzaffarpur - BSPCB",Muzaffarpur,India,so2,0.0,2022-04-30 23:30:00+00:00,µg/m³,caaqm,0.25,26.11442,85.39813,POINT(26.11442 0.25),2022,4,30,23
"Nagla Bhau, Firozabad - UPPCB",Firozabad,India,so2,18.83,2022-05-22 23:00:00+00:00,µg/m³,caaqm,0.25,27.168897,78.37696,POINT(27.168897 0.25),2022,5,22,23
"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,India,so2,39.8,2022-05-12 03:00:00+00:00,µg/m³,caaqm,0.25,29.06351,77.709723,POINT(29.06351 0.25),2022,5,12,3
"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,India,so2,9.25,2022-05-26 14:45:00+00:00,µg/m³,caaqm,0.25,31.0325454,76.5623046,POINT(31.0325454 0.25),2022,5,26,14
"Sector-19A Nerul, Navi Mumbai - IITM",Navi Mumbai,India,so2,0.38,2022-05-14 08:00:00+00:00,µg/m³,caaqm,0.25,19.044,73.0325,POINT(19.044 0.25),2022,5,14,8
"Kukrail Picnic Spot-1, Lucknow - UPPCB",Lucknow,India,so2,22.3,2022-05-11 20:00:00+00:00,µg/m³,caaqm,0.25,26.90723,80.98579,POINT(26.90723 0.25),2022,5,11,20
"Vyttila, Kochi - Kerala PCB",Kochi,India,so2,0.0,2022-05-05 02:00:00+00:00,µg/m³,caaqm,0.25,9.969447,76.321186,POINT(9.969447 0.25),2022,5,5,2
"Patparganj, Delhi - DPCC",Delhi,India,so2,7.7,2022-05-11 15:15:00+00:00,µg/m³,caaqm,0.25,28.623763,77.287209,POINT(28.623763 0.25),2022,5,11,15
"Raikhad, Ahmedabad - IITM",Ahmedabad,India,so2,101.47,2022-05-02 05:45:00+00:00,µg/m³,caaqm,0.25,23.020509,72.579261,POINT(23.020509 0.25),2022,5,2,5
"Sector- 16A, Faridabad - HSPCB",Faridabad,India,so2,21.48,2022-03-31 23:00:00+00:00,µg/m³,caaqm,1.0,28.4088421,77.3099081,POINT(28.4088421 1),2022,3,31,23
"Sector-51, Gurugram - HSPCB",Gurugram,India,so2,17.92,2022-05-12 00:00:00+00:00,µg/m³,caaqm,0.25,28.4227,77.0667,POINT(28.4227 0.25),2022,5,12,0
"Vidayagiri, Bagalkot - KSPCB",Bagalkot,India,so2,4.21,2022-05-09 02:45:00+00:00,µg/m³,caaqm,0.25,16.172806,75.659694,POINT(16.172806 0.25),2022,5,9,2
"Pusa, Delhi - DPCC",Delhi,India,so2,18.0,2022-05-12 17:15:00+00:00,µg/m³,caaqm,0.25,28.639645,77.146262,POINT(28.639645 0.25),2022,5,12,17
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,India,so2,10.3,2022-04-26 05:00:00+00:00,µg/m³,caaqm,1.0,23.10844,77.511428,POINT(23.10844 1),2022,4,26,5
"SIDCO Kurichi, Coimbatore - TNPCB",Coimbatore,India,so2,17.94,2022-05-12 19:45:00+00:00,µg/m³,caaqm,0.25,10.942451,76.978996,POINT(10.942451 0.25),2022,5,12,19
"Kurla, Mumbai - MPCB",Mumbai,India,so2,9.87,2022-05-13 12:45:00+00:00,µg/m³,caaqm,0.25,19.0863,72.8888,POINT(19.0863 0.25),2022,5,13,12
"City Railway Station, Bengaluru - KSPCB",Bengaluru,India,so2,16.43,2022-05-18 05:45:00+00:00,µg/m³,caaqm,1.0,12.9756843,77.5660749,POINT(12.9756843 1),2022,5,18,5
"Jahangirpuri, Delhi - DPCC",Delhi,India,so2,8.8,2022-05-23 17:15:00+00:00,µg/m³,caaqm,0.25,28.73282,77.170633,POINT(28.73282 0.25),2022,5,23,17
"Indira Colony Vistar, Pali - RSPCB",Pali,India,so2,10.31,2022-05-13 00:45:00+00:00,µg/m³,caaqm,1.0,25.771061,73.340227,POINT(25.771061 1),2022,5,13,0
"Huda Sector, Fatehabad - HSPCB",Fatehabad,India,so2,4.87,2022-04-28 12:45:00+00:00,µg/m³,caaqm,0.25,29.503664,75.467934,POINT(29.503664 0.25),2022,4,28,12
"Marhatal, Jabalpur - MPPCB",Jabalpur,India,so2,12.8,2022-04-30 00:00:00+00:00,µg/m³,caaqm,0.25,23.168606,79.932247,POINT(23.168606 0.25),2022,4,30,0
IT1277A,Nuoro,Italy,so2,0.1648,2022-05-25 21:00:00+00:00,µg/m³,EEA Italy,1.0,40.575,9.69444,POINT(40.575 1),2022,5,25,21
IT1838A,Vicenza,Italy,so2,3.0,2022-05-02 15:00:00+00:00,µg/m³,EEA Italy,1.0,45.54583,11.53417,POINT(45.54583 1),2022,5,2,15
IT1361A,Pesaro E Urbino,Italy,so2,3.4,2022-05-10 21:00:00+00:00,µg/m³,EEA Italy,1.0,43.83972,13.01861,POINT(43.83972 1),2022,5,10,21
IT0953A,Roma,Italy,so2,2.7,2022-05-07 04:00:00+00:00,µg/m³,EEA Italy,1.0,41.932778,12.506944,POINT(41.932778 1),2022,5,7,4
IT2093A,Vibo Valentia,Italy,so2,6.0166874,2022-05-04 12:00:00+00:00,µg/m³,EEA Italy,1.0,38.66458,16.08024,POINT(38.66458 1),2022,5,4,12
IT1037A,Trento,Italy,so2,1.8,2022-05-04 03:00:00+00:00,µg/m³,EEA Italy,1.0,46.06444,11.12667,POINT(46.06444 1),2022,5,4,3
IT1773A,Ancona,Italy,so2,1.7,2022-05-15 06:00:00+00:00,µg/m³,EEA Italy,1.0,43.46806,12.95222,POINT(43.46806 1),2022,5,15,6
IT1940A,Reggio Di Calabria,Italy,so2,0.48944038,2022-05-08 23:00:00+00:00,µg/m³,EEA Italy,1.0,38.22976,16.25518,POINT(38.22976 1),2022,5,8,23
IT1674A,Potenza,Italy,so2,3.672,2022-05-06 08:00:00+00:00,µg/m³,EEA Italy,1.0,40.643893,15.872893,POINT(40.643893 1),2022,5,6,8
IT1037A,Trento,Italy,so2,2.9,2022-05-03 11:00:00+00:00,µg/m³,EEA Italy,1.0,46.06444,11.12667,POINT(46.06444 1),2022,5,3,11
IT1704A,Brindisi,Italy,so2,1.51,2022-04-29 20:00:00+00:00,µg/m³,EEA Italy,1.0,40.62028,17.97806,POINT(40.62028 1),2022,4,29,20
IT2049A,Cagliari,Italy,so2,0.0235,2022-05-10 01:00:00+00:00,µg/m³,EEA Italy,1.0,39.286389,9.011389,POINT(39.286389 1),2022,5,10,1
IT1611A,Taranto,Italy,so2,2.57,2022-05-16 13:00:00+00:00,µg/m³,EEA Italy,1.0,40.48861,17.22583,POINT(40.48861 1),2022,5,16,13
Civita Castellana,Viterbo,Italy,so2,3.0,2022-04-28 13:00:00+00:00,µg/m³,ARPALAZIO,1.0,42.3018,12.4132,POINT(42.3018 1),2022,4,28,13
IT1608A,Taranto,Italy,so2,3.08,2022-05-20 19:00:00+00:00,µg/m³,EEA Italy,1.0,40.5625,17.20333,POINT(40.5625 1),2022,5,20,19
IT1897A,Potenza,Italy,so2,2.747,2022-05-18 23:00:00+00:00,µg/m³,EEA Italy,1.0,41.046003,15.787626,POINT(41.046003 1),2022,5,18,23
IT2089A,Catanzaro,Italy,so2,5.051858,2022-04-28 17:00:00+00:00,µg/m³,EEA Italy,1.0,38.918288,16.57925,POINT(38.918288 1),2022,4,28,17
IT1277A,Nuoro,Italy,so2,0.3432,2022-05-02 09:00:00+00:00,µg/m³,EEA Italy,1.0,40.575,9.69444,POINT(40.575 1),2022,5,2,9
IT2139A,Brindisi,Italy,so2,1.94,2022-05-15 09:00:00+00:00,µg/m³,EEA Italy,1.0,40.64583,17.96055,POINT(40.64583 1),2022,5,15,9
MK0048A,Karpos Municipality,North Macedonia,so2,1.4896,2022-05-15 06:00:00+00:00,µg/m³,EEA Macedonia,1.0,42.0059999994659,21.387,POINT(42.0059999994659 1),2022,5,15,6
MK0035A,Kicevo Municipality,North Macedonia,so2,2.66,2022-05-16 00:00:00+00:00,µg/m³,EEA Macedonia,1.0,41.5144499994669,20.95862,POINT(41.5144499994669 1),2022,5,16,0
MK0045A,Ilinden Municipality,North Macedonia,so2,1.862,2022-03-31 23:00:00+00:00,µg/m³,EEA Macedonia,1.0,41.987439999466,21.6525,POINT(41.987439999466 1),2022,3,31,23
Estación Facultad de,GUANAJUATO,Mexico,so2,0.009,2022-05-09 15:00:00+00:00,ppm,AirNow,1.0,21.133894,-101.68025,POINT(21.133894 1),2022,5,9,15
Tultitlán,MEXICO STATE,Mexico,so2,0.001,2022-04-27 16:00:00+00:00,ppm,AirNow,1.0,19.6025,-99.1771,POINT(19.6025 1),2022,4,27,16
Estación Hospital Ge,GUANAJUATO,Mexico,so2,0.008,2022-05-09 17:00:00+00:00,ppm,AirNow,1.0,20.9479,-101.4258,POINT(20.9479 1),2022,5,9,17
Chalco,MEXICO STATE,Mexico,so2,0.0,2022-05-02 05:00:00+00:00,ppm,AirNow,1.0,19.2669,-98.886,POINT(19.2669 1),2022,5,2,5
UAM Xochimilco,DISTRITO FEDERAL,Mexico,so2,0.001,2022-04-28 07:00:00+00:00,ppm,AirNow,1.0,19.3044,-99.0738,POINT(19.3044 1),2022,4,28,7
San Agustín,MEXICO STATE,Mexico,so2,0.003,2022-05-05 08:00:00+00:00,ppm,AirNow,1.0,19.5329,-99.0303,POINT(19.5329 1),2022,5,5,8
Sofienbergparken,Oslo,Norway,so2,1.638991,2022-05-26 16:00:00+00:00,µg/m³,Norway,1.0,59.92305,10.76574,POINT(59.92305 1),2022,5,26,16
Konsul Wilds vei,Kristiansand,Norway,so2,3.478114,2022-05-04 02:00:00+00:00,µg/m³,Norway,1.0,58.129297,7.972886,POINT(58.129297 1),2022,5,4,2
Holta,Lillesand,Norway,so2,1.311662,2022-05-10 08:00:00+00:00,µg/m³,Norway,1.0,58.25602,8.35935,POINT(58.25602 1),2022,5,10,8
Sulęcin ul. Dudka,Sulęcin,Poland,so2,3.34897,2022-05-08 06:00:00+00:00,µg/m³,GIOS,1.0,52.437722,15.122444,POINT(52.437722 1),2022,5,8,6
"Rybnik, ul. Borki",Rybnik,Poland,so2,5.22202,2022-05-08 04:00:00+00:00,µg/m³,GIOS,1.0,50.111181,18.516139,POINT(50.111181 1),2022,5,8,4
"Nowy Targ, al. Tysiąclecia ",Nowy Targ,Poland,so2,9.65165,2022-05-13 05:00:00+00:00,µg/m³,GIOS,1.0,49.476675,20.034878,POINT(49.476675 1),2022,5,13,5
